Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2020-03-23,37592.07421875,38520.81958180147,37503.622279411764,37680.526158088236,41701626
2020-03-24,41528.18359375,41528.18359375,38078.55811950879,38786.17360140442,49801908
2020-03-25,43031.87109375,43872.164568345324,41705.09192333633,43297.22692783273,52735922
2020-03-26,42280.01953125,43606.79838683316,42191.56760754446,43341.44261571653,42185129
2020-03-27,42722.28515625,43960.61226222826,41439.73208220109,43872.16032608695,39896178
2020-03-30,42636.74609375,43082.271131302245,41478.38099611416,41923.906033666404,26797395
2020-03-31,42547.640625,43215.92817408377,42013.01058573298,42770.403141361254,30654261
2020-04-01,40810.09375,42681.298921943235,40810.09375,42280.326385098255,27259532
2020-04-02,41701.13671875,41745.68921524439,40409.11432041266,41166.506760817305,21621076
2020-04-03,41879.34765625,42413.97762632979,41478.375178690156,42235.76763630319,22784682
2020-04-06,43394.14453125,43483.249550821354,42102.12174746535,42324.884296393735,23395726
2020-04-07,44196.08203125,44730.712055821576,43661.452006678424,44240.634533297634,31524034
2020-04-08,43305.02734375,44329.734780896346,43305.02734375,44196.077289094654,25010314
2020-04-09,43750.55859375,44374.293644984726,43394.13856447301,44329.7411413251,22628058
2020-04-10,43884.21875,43884.21875,43349.58867385787,43616.903711928935,17839111
2020-04-13,43037.71484375,43572.34484180901,43037.71484375,43349.58234261776,14431800
2020-04-14,43661.44921875,43839.65921556122,43037.714229910714,43483.23922193878,14206216
2020-04-16,43661.44921875,43973.31671316965,43260.476725924746,43973.31671316965,23349760
2020-04-17,45799.96484375,46334.594783560315,44819.809954097764,45265.33490393969,32041675
2020-04-20,44641.6015625,45799.96647330339,44552.496569361276,45799.96647330339,21866354
2020-04-21,43884.21875,44285.1913071066,43394.14118020305,44017.876269035536,27407543
2020-04-22,44418.84765625,44552.5051717653,43082.27250109704,43394.140037299396,18613864
2020-04-23,44418.84765625,44819.82020279588,44106.98012004764,44730.71519245236,18754442
2020-04-24,43973.31640625,44329.73639738475,43661.448914007095,44240.631399601065,15618347
2020-04-27,44418.84765625,44552.5051717653,43750.560078673516,43973.322604532346,14049471
2020-04-28,44641.6015625,44641.6015625,43928.76161739022,44418.8390796532,16095399
2020-04-29,44552.5,44998.025,44196.08,44463.395,15604533
2020-05-04,43215.9296875,43750.55974548969,43215.9296875,43572.349726159795,26083749
2020-05-06,43839.66015625,43839.66015625,43215.925154026925,43661.45015561483,18070225
2020-05-07,43483.24609375,43928.77115618596,43394.14108126281,43839.66614369877,13884411
2020-05-08,43483.24609375,43973.32366242956,43483.24609375,43750.56113121158,15319700
2020-05-11,43126.8203125,43884.21281798812,43037.71531185434,43572.34531572831,16357743
2020-05-12,42681.30078125,43215.93085366649,42369.43323900704,43126.82584159708,23433590
2020-05-13,43260.4765625,43260.4765625,42057.55908856849,42102.11158760299,20223277
2020-05-14,42770.40234375,42859.50734863281,42458.53482666016,42547.63983154297,19305974
2020-05-15,42636.74609375,43171.376138812695,42503.08858248433,43126.82363505747,18463118
2020-05-18,43483.24609375,43750.56113121158,42413.98594390369,42725.85348760887,20481981
2020-05-19,44819.81640625,44998.02641184145,44285.186389475646,44641.606400658544,25168295
2020-05-20,44552.5,44730.71,44374.29,44552.5,14896899
2020-05-21,44507.94921875,44908.92173423424,44418.84421530906,44819.816730793296,14949266
2020-05-22,43438.6875,44374.29,43305.03,44196.08,19706284
2020-05-25,43527.79296875,43572.34546922978,43171.37296491172,43438.68796779043,14337913
2020-05-26,43884.21875,44062.428775380715,43305.03616751269,43394.14118020305,15127490
2020-05-27,44463.39453125,44552.49953031062,43483.23954158316,43616.897040174095,19548479
2020-05-28,44908.9140625,45621.753968253965,44463.389121403765,45532.64898003472,31309318
2020-05-29,45176.23828125,45176.23828125,44285.18821653107,44552.503235946744,27596961
2020-06-01,45621.76171875,45621.76171875,45087.1316986084,45265.341705322266,16949183
2020-06-02,45799.96484375,45889.069833718386,45265.33490393969,45443.544883876464,14247933
2020-06-03,48562.2265625,49007.75157683487,46067.28648222477,46156.39148509174,49257814
2020-06-04,48651.33203125,50789.85212053572,48651.33203125,49720.592075892855,40220334
2020-06-05,49453.28515625,49809.7052294482,48116.70988175676,48473.12995495496,22743629
2020-06-08,48918.65234375,50344.3325577755,48740.442316996814,50255.22754439891,25634965
2020-06-09,49453.28515625,50344.335339245496,48473.12995495496,49720.60021114865,23998831
2020-06-10,49364.171875,49809.69689192238,48918.64685807762,49096.85686484657,16742493
2020-06-11,48384.015625,49096.8556342081,47403.86061233885,48562.225627302025,33815123
2020-06-12,46601.91015625,47047.435109942635,45889.07023034178,46423.700174772945,26976019
2020-06-15,44463.39453125,46334.59951152304,44463.39453125,45799.96951715932,28772921
2020-06-16,46423.7109375,46423.7109375,45087.1357665547,45621.76583493282,21808375
2020-06-17,46512.80859375,47136.54357489224,45710.86361799569,46423.703596443964,26672595
2020-06-18,46601.91015625,46601.91015625,45978.1752210803,46512.80516551147,15982926
2020-06-19,47136.55078125,47136.55078125,45978.18563917769,46869.23574846408,18157985
2020-06-22,46334.60546875,46869.23553185096,46156.39544771634,46334.60546875,13801350
2020-06-23,45799.96484375,47047.434703307394,45532.64987384484,46780.119733402236,18086152
2020-06-24,47136.55078125,48027.600890536385,45978.18563917769,46245.50067196361,24519552
2020-06-25,46245.48828125,47225.64313884875,46245.48828125,46423.69825535886,18541624
2020-06-26,47492.97265625,48027.602742436684,46512.81749824109,47047.44758442777,21575360
2020-06-29,47003.203125,47720.80927958015,46644.400047709925,47092.90389432252,17776925
2020-06-30,47362.00390625,48348.71232096355,47362.00390625,48348.71232096355,21157172
2020-07-01,47182.59765625,48079.60521625476,47003.19614424905,47900.20370425381,16706143
2020-07-02,47451.7109375,47451.7109375,46734.104722944234,46734.104722944234,14142583
2020-07-03,48079.60546875,48079.60546875,47272.298660506065,47541.40092992071,11887868
2020-07-06,49335.41796875,49335.41796875,48259.00884943182,48438.41036931818,19856623
2020-07-07,47900.21484375,50142.73426527387,47900.21484375,50053.03348841292,30760032
2020-07-08,47541.40234375,48348.70917600236,47451.70158461085,48079.606898584905,19664652
2020-07-09,47362.00390625,48079.61002604167,47362.00390625,47720.806966145836,17054850
2020-07-10,47272.3046875,47720.808527039844,46913.50161586812,47631.107759131875,13714746
2020-07-13,47900.21484375,48259.01795119382,47631.112513167136,47810.514066889045,12240188
2020-07-14,48259.00390625,48259.00390625,47720.799401719334,48169.30315549489,14269484
2020-07-15,49066.3203125,49335.422617687385,48707.51723891682,48797.218007312615,24051450
2020-07-16,48259.00390625,49156.01141380111,48259.00390625,49156.01141380111,16779127
2020-07-17,48797.21484375,49066.31713149127,48528.11255600873,48617.81331858916,10096174
2020-07-20,48617.8125,49156.01706642067,48438.41097785978,49156.01706642067,10507530
2020-07-21,49604.515625,49694.21637658228,49156.01186708861,49514.81487341772,18297260
2020-07-22,49066.3203125,49783.92645966636,49066.3203125,49604.52492287477,12885057
2020-07-23,48528.109375,49066.313915203325,48259.00710489834,49066.313915203325,16214932
2020-07-24,48617.8125,48797.21402214022,48169.308694649444,48438.41097785978,10994535
2020-07-27,49873.62109375,49963.321851112865,48707.511248032824,48707.511248032824,21054421
2020-07-28,52564.64453125,52744.0460484215,50591.22784236348,51129.432393877985,48431566
2020-07-29,52923.453125,54179.26387711864,52564.6500529661,54089.56310911017,36476611
2020-07-30,52923.453125,53910.16157309322,52923.453125,53551.35850105932,19285354
2020-07-31,51936.74609375,53461.659191493956,51757.34455283894,53371.95842103843,21943345
2020-08-03,50950.03125,51936.73960167254,50860.33049075704,51847.03884242958,21158940
2020-08-04,51398.54296875,52116.14915330498,51129.44064954189,51308.84219568063,19419694
2020-08-05,51039.734375,51577.93895540422,50501.52979459578,51398.53742860281,17739706
2020-08-06,52026.4453125,52385.248383620696,51219.13840247845,51219.13840247845,21625874
2020-08-07,51577.94140625,52385.248315217395,51219.138335597825,51936.744476902175,18751717
2020-08-10,51847.0390625,52295.54286061851,51577.936783628895,51667.6375432526,17774291
2020-08-11,52205.84375,53371.95366194158,51847.04070017182,52026.442225085906,24907912
2020-08-12,52923.453125,52923.453125,51757.34314088983,52205.846980932205,18573934
2020-08-13,52654.34375,53461.650553662694,52026.43845826235,53282.24904173765,22089460
2020-08-14,52026.4453125,52385.248383620696,51757.343009159486,52026.4453125,15672548
2020-08-18,52385.2421875,53730.753545055646,52026.439158818495,52833.745973351884,25307825
2020-08-19,51847.0390625,53102.84969723183,51847.0390625,52923.44817798443,16930719
2020-08-20,49694.23046875,51667.64756317689,49604.5296917306,51667.64756317689,30386029
2020-08-21,50142.7265625,51039.734193313954,50053.0257994186,50411.82885174419,21142288
2020-08-24,50322.1328125,50770.63667000891,49694.22741198752,50053.03049799465,15055896
2020-08-25,50591.22265625,50950.02565381206,50322.12040807846,50591.22265625,14021705
2020-08-26,50591.22265625,50680.92340564052,49963.31741051641,50591.22265625,17651593
2020-08-27,49873.62109375,50501.52639529002,49873.62109375,50501.52639529002,16196568
2020-08-28,49694.23046875,50501.537461924636,49694.23046875,50322.13590788583,14619888
2020-08-31,48438.421875,50322.138281249994,48438.421875,50232.4375,32671367
2020-09-01,48617.8125,49156.01706642067,48528.11173892989,48528.11173892989,19363117
2020-09-02,48797.21484375,49425.12018181296,48528.11255600873,48976.61636891085,16905723
2020-09-03,50591.22265625,50860.32490442155,49783.91591173538,49873.61666112589,28384920
2020-09-04,49873.62109375,50053.02260847572,49425.1173069357,49514.81806429856,22139109
2020-09-07,50680.9296875,51398.535771570794,50053.02436393805,50322.126645464596,18685880
2020-09-08,52654.34375,52654.34375,51308.83241056218,51488.23392248723,31517520
2020-09-09,52385.2421875,53192.54900203339,51847.037644477736,52205.84067315925,30597399
2020-09-10,53102.8515625,53820.45766469595,53013.15079972551,53730.75690192146,29923293
2020-09-11,52923.453125,53282.256197033894,52205.846980932205,53192.55542902542,16017098
2020-09-14,54179.26171875,54538.064776490064,53730.75789657492,53999.86018987997,20648281
2020-09-15,54717.46875,54717.46875,54268.96490778688,54627.76798155737,17877075
2020-09-16,54717.46875,54986.57105532787,54358.6656762295,54807.16951844262,17041444
2020-09-17,53371.9609375,54538.07100840336,53192.559388130256,54448.37023371849,25108356
2020-09-18,53192.55078125,53730.75534227445,53013.14926090852,53641.05458210371,18884571
2020-09-21,53102.8515625,53820.45766469595,52923.45003695101,53013.15079972551,15140387
2020-09-22,52205.84375,53551.35518685567,51847.04070017182,53013.1506121134,20830381
2020-09-23,52564.64453125,52744.0460484215,51488.235428220985,52385.2430140785,20111398
2020-09-24,51847.0390625,52564.64513948962,51667.6375432526,51757.3383028763,17564020
2020-09-25,51936.74609375,52205.84840511658,51757.34455283894,51757.34455283894,11444683
2020-09-28,52527.0,53068.51546391752,52256.242268041235,52617.25257731958,12614080
2020-09-29,52527.0,53249.0206185567,52527.0,52617.25257731958,15503563
2020-10-05,52978.265625,53429.52853492334,51895.23464118398,51895.23464118398,20228289
2020-10-06,53249.01953125,54061.292710540256,52978.261804819915,53610.02983315678,14463826
2020-10-07,54061.28125,54061.28125,52797.74546118531,52978.25057387312,14861838
2020-10-08,53880.78125,54783.30689907873,53700.27612018426,54602.80176926299,24589924
2020-10-12,54512.55078125,54512.55078125,54061.28794365687,54151.540511175495,16145837
2020-10-13,54963.8125,55415.07532840723,54512.54967159278,55054.06506568145,19247631
2020-10-14,54963.8125,55144.317631362894,54602.80223727422,55054.06506568145,16086716
2020-10-15,54151.5390625,54873.559583333335,53880.781367187505,54783.30701822917,17756232
2020-10-16,53700.2734375,54512.54648109244,53249.0106355042,54151.5362394958,16554190
2020-10-19,54151.5390625,54332.04419270834,53700.27623697917,53790.52880208334,14474985
2020-10-20,54963.8125,54963.8125,54241.79197454844,54422.29710591133,19326115
2020-10-21,54963.8125,55505.327894088674,54693.05480295567,55234.57019704434,15703443
2020-10-22,54241.79296875,54602.80323809276,53971.035266742925,54422.29810342138,14294095
2020-10-23,54332.046875,54512.5520141196,53971.0365967608,54512.5520141196,9322232
2020-10-26,54512.55078125,55144.31875388038,54241.79307869412,54512.55078125,13268226
2020-10-27,53971.04296875,54422.30586982651,53700.2852281041,54422.30586982651,17260416
2020-10-28,53249.01953125,53610.02983315678,53068.51438029661,53610.02983315678,14428882
2020-10-29,52436.73828125,52797.748527592514,51895.22291173624,52526.99084283563,22636966
2020-10-30,51082.953125,52346.4890680212,51082.953125,52346.4890680212,26907844
2020-11-02,51804.9765625,51895.229134908535,50541.44054878048,50902.45083841463,20489076
2020-11-03,53068.51171875,53158.76428970026,51985.48086734694,52256.23858019771,14950919
2020-11-04,52797.74609375,53249.00888087607,52165.9781917735,53158.756323450856,21718561
2020-11-05,54422.296875,54422.296875,53068.50839552239,53249.0135261194,20639475
2020-11-06,54241.79296875,54873.56094009984,53790.530132071544,54783.30837276414,16910230
2020-11-09,54332.046875,54963.8148619186,54241.7943054402,54783.30972279901,15892961
2020-11-10,54332.046875,54602.804583679404,53700.2788880814,54602.804583679404,19073552
2020-11-11,55324.81640625,55415.06896156199,54512.543408442085,54783.30107437806,25628510
2020-11-12,55054.06640625,55415.07667776639,54783.3087026127,55054.06640625,19800573
2020-11-13,57039.6171875,57039.6171875,55054.060892998416,55324.81856952136,31508829
2020-11-16,59837.44921875,60198.45947044683,57671.387708569004,57761.64027149321,36354334
2020-11-17,59295.93359375,60469.216906868336,59205.68103120243,60469.216906868336,30204089
2020-11-18,58483.66015625,59747.1960238233,58393.40759428048,59295.933213975695,22963790
2020-11-19,58303.16015625,58483.66529605263,57671.392166940794,57851.89730674343,16590290
2020-11-20,58393.41015625,58844.672985896446,57671.38962881569,57671.38962881569,15068682
2020-11-23,60920.4921875,61191.249930555554,58393.41991898148,58483.6725,27134398
2020-11-24,61100.97265625,62725.51845804099,60469.20484444239,61281.477745337885,32158235
2020-11-25,60108.20703125,61642.50060411974,60017.954468140015,61281.49035167981,32447065
2020-11-26,61371.75,61371.75,59566.69852941176,59656.95110294117,19023323
2020-11-27,61552.25390625,61732.75904967009,61010.73847598973,61371.748762829906,14063434
2020-11-30,60198.45703125,61913.25565732759,60198.45703125,61732.75053879311,43811016
2020-12-01,61191.234375,61642.4971653761,60559.466468473445,60559.466468473445,22327173
2020-12-02,62725.546875,63086.557216726615,61642.51584982014,61732.7684352518,29703942
2020-12-03,62906.0390625,63628.05959693328,62545.02879528335,63267.04932971664,23677989
2020-12-04,64530.58203125,65072.09740493881,63267.04615930944,63537.803846153845,28130533
2020-12-07,65794.125,66335.64043209876,64891.59927983539,65342.8621399177,28490496
2020-12-08,64711.08984375,65794.12063611402,64620.837277719664,65162.352673901674,25000338
2020-12-09,66696.6484375,66696.6484375,64981.849627875505,65072.10219680311,24077996
2020-12-10,65794.125,66606.39814814815,65433.114711934155,65613.61985596707,39882928
2020-12-11,66245.3984375,66606.40878320845,65974.64067821867,66335.65102392712,18486672
2020-12-14,66606.3828125,67238.15067115515,66064.8675050813,66425.8777100271,21510415
2020-12-15,66606.3828125,66877.14046620936,66155.12005631776,66606.3828125,20863671
2020-12-16,66606.3828125,67238.15067115515,66245.37260755419,66877.14046620936,17512081
2020-12-17,66155.1328125,66516.14308705661,65523.36483202592,66245.38538113916,24293214
2020-12-18,65884.375,66516.14297945205,65884.375,66155.13270547945,17613029
2020-12-21,65884.375,66245.3852739726,64981.849315068495,65974.62756849315,20367355
2020-12-22,65252.609375,66064.88252074689,65072.10423150069,65433.11451849931,16304910
