Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2020-02-12,53513.42578125,53690.329668130165,52805.81023372934,53336.521894369835,12904207
2020-02-13,53690.328125,54486.39559308072,53513.42424320428,54132.58782948929,18449775
2020-02-14,54663.29296875,54751.744899120145,53248.062082827666,53867.225595418684,13276067
2020-02-17,54397.94140625,54840.20109247968,54132.585594512195,54486.39334349594,8740596
2020-02-18,52894.265625,53867.23706626254,52805.813675794314,53778.785117056854,16674266
2020-02-19,53248.0703125,53424.9742005814,52540.45476017442,52894.262536337206,12951496
2020-02-20,53071.16015625,54221.03529296875,52717.352421875,53690.32369140625,14591924
2020-02-21,52363.546875,52894.258498733114,51744.38331397805,52009.7391258446,13777393
2020-02-24,50240.70703125,51390.582368232834,50240.70703125,50771.418725242074,25627537
2020-02-25,51213.671875,51302.12381260794,49709.98893566494,49709.98893566494,23885408
2020-02-26,49975.34375,50417.60342920354,49533.08407079646,49533.08407079646,25483102
2020-02-27,49444.62890625,50329.14820689848,49090.82118599061,49798.43662650939,23209541
2020-02-28,47940.94921875,49090.82438451338,47940.94921875,48648.56470537362,30054227
2020-03-02,48648.5703125,49090.830042613634,47410.243068181815,48029.406690340904,30403412
2020-03-03,49002.37109375,50329.1500944833,48737.01529360334,50152.24622771886,30330295
2020-03-04,50771.4140625,50948.31794425087,48294.75971798781,48471.66359973868,24765728
2020-03-05,51125.22265625,51302.1265408737,50152.25129081964,50948.3187716263,21698990
2020-03-06,49975.34375,50594.50730088496,49709.98794247788,49975.34375,18716656
2020-03-09,49975.34375,49975.34375,49975.34375,49975.34375,0
2020-03-10,48294.7578125,48560.113624656595,47498.690376030216,47587.14231341575,32106554
2020-03-11,46083.4609375,48117.85556621881,45995.00899712092,48029.40362583973,45707281
2020-03-12,46083.4609375,46083.4609375,46083.4609375,46083.4609375,0
2020-03-13,44181.74609375,45641.20317192192,41439.73582566942,41970.447490459206,59462933
2020-03-16,43252.9921875,45022.03072277607,43164.5402607362,44314.415308665644,33339821
2020-03-17,41837.7734375,43916.394316530124,41307.061723705076,41483.965628303384,51218151
2020-03-18,40334.08203125,42766.510223924066,40334.08203125,42235.798618249726,40152623
2020-03-19,37990.10546875,41262.827010877474,37415.16790053842,41041.69717694994,56925513
2020-03-20,40157.1796875,40245.63162513766,38520.818841203196,39051.53046702919,49730008
